user_id,destination,age,nationality,interest,trip_cost_lkr,rating,tags,category,entry_fee_lkr,budget_level,trip_duration,travel_month,group_size
user_1266,Anuradhapura,50,CA,hiking,82393,3.8,"history,heritage,culture",Heritage,3500,medium,1,5,3
user_1267,Trincomalee,25,ES,photography,426906,1.5,"beach,nature,diving",Beach,0,high,12,12,5
user_1268,Sigiriya,42,CA,beach,175459,4.6,"history,nature,adventure",Heritage,4500,high,9,8,3
user_1269,Polonnaruwa,35,IN,nature,104852,3.5,"history,heritage,ruins",Heritage,3000,medium,5,10,4
user_1270,Polonnaruwa,44,SG,beach,71854,3.9,"history,heritage,ruins",Heritage,3000,medium,13,9,6
user_1271,Anuradhapura,39,SG,beach,450933,1.5,"history,heritage,culture",Heritage,3500,high,5,4,3
user_1272,Ella,64,US,relaxation,290227,3.0,"nature,adventure,scenic",Nature,0,high,7,9,2
user_1273,Trincomalee,60,JP,beach,155653,1.5,"beach,nature,diving",Beach,0,high,7,5,3
user_1274,Sigiriya,56,RU,culture,464912,3.7,"history,nature,adventure",Heritage,4500,high,13,9,6
user_1275,Nuwara Eliya,34,IT,relaxation,30322,1.2,"nature,scenic,tea",Nature,0,low,13,4,3
user_1276,Ella,43,US,adventure,256498,4.3,"nature,adventure,scenic",Nature,0,high,6,9,6
user_1277,Sigiriya,36,CA,culture,288818,4.2,"history,nature,adventure",Heritage,4500,high,7,9,5
user_1278,Sigiriya,62,RU,hiking,304465,4.0,"history,nature,adventure",Heritage,4500,high,2,1,3
user_1279,Galle,52,AU,photography,125657,3.1,"history,culture,beach",Heritage,0,medium,3,9,6
user_1280,Trincomalee,54,SG,food,195557,4.8,"beach,nature,diving",Beach,0,high,7,10,3
user_1281,Trincomalee,30,JP,wildlife,251978,1.6,"beach,nature,diving",Beach,0,high,7,11,4
user_1282,Trincomalee,18,IN,wildlife,408938,1.1,"beach,nature,diving",Beach,0,high,11,9,1
user_1283,Anuradhapura,45,CN,nature,202959,2.9,"history,heritage,culture",Heritage,3500,high,6,5,3
user_1284,Galle,49,DE,hiking,427757,2.3,"history,culture,beach",Heritage,0,high,10,9,2
user_1285,Colombo,29,DE,beach,120219,2.8,"urban,culture,food",City,0,medium,5,12,1
user_1286,Colombo,24,DE,history,233010,4.1,"urban,culture,food",City,0,high,2,5,1
user_1287,Mirissa,35,NL,food,388115,1.5,"beach,nature,relaxation",Beach,0,high,1,1,2
user_1288,Colombo,54,DE,food,35811,2.5,"urban,culture,food",City,0,low,4,11,1
user_1289,Nuwara Eliya,46,US,adventure,167619,3.3,"nature,scenic,tea",Nature,0,high,7,10,2
user_1290,Colombo,41,CN,relaxation,238724,1.4,"urban,culture,food",City,0,high,9,11,1
user_1291,Ella,34,UK,nature,400998,3.2,"nature,adventure,scenic",Nature,0,high,2,6,6
user_1292,Kandy,29,UK,hiking,410000,4.3,"culture,history,temple",Cultural,1500,high,14,8,1
user_1293,Nuwara Eliya,32,NL,adventure,166824,1.7,"nature,scenic,tea",Nature,0,high,3,7,3
user_1294,Nuwara Eliya,43,ES,photography,126583,3.3,"nature,scenic,tea",Nature,0,medium,2,5,3
user_1295,Colombo,64,NL,nature,261521,3.8,"urban,culture,food",City,0,high,14,7,2
user_1296,Sigiriya,42,JP,history,365915,2.4,"history,nature,adventure",Heritage,4500,high,8,8,1
user_1297,Nuwara Eliya,21,NL,culture,219640,4.1,"nature,scenic,tea",Nature,0,high,1,9,1
user_1298,Mirissa,32,IN,nature,19680,1.5,"beach,nature,relaxation",Beach,0,low,9,4,6
user_1299,Trincomalee,62,JP,food,326559,2.8,"beach,nature,diving",Beach,0,high,3,2,2
user_1300,Sigiriya,38,NL,hiking,305526,4.3,"history,nature,adventure",Heritage,4500,high,14,9,3
user_1301,Ella,57,CA,adventure,391015,2.2,"nature,adventure,scenic",Nature,0,high,3,8,5
user_1302,Kandy,64,RU,culture,39545,4.4,"culture,history,temple",Cultural,1500,low,10,11,5
user_1303,Mirissa,42,NL,relaxation,353181,2.5,"beach,nature,relaxation",Beach,0,high,4,10,3
user_1304,Trincomalee,38,IT,history,476567,1.6,"beach,nature,diving",Beach,0,high,8,9,4
user_1305,Galle,42,AU,relaxation,320317,3.5,"history,culture,beach",Heritage,0,high,3,4,5
user_1306,Colombo,30,AU,beach,455246,1.8,"urban,culture,food",City,0,high,6,8,5
user_1307,Anuradhapura,42,IN,nature,281170,4.9,"history,heritage,culture",Heritage,3500,high,8,12,2
user_1308,Anuradhapura,58,UK,photography,493155,3.7,"history,heritage,culture",Heritage,3500,high,7,10,5
user_1309,Galle,43,CN,photography,289716,2.3,"history,culture,beach",Heritage,0,high,13,5,5
user_1310,Polonnaruwa,36,FR,beach,344461,2.9,"history,heritage,ruins",Heritage,3000,high,2,10,2
user_1311,Ella,49,CN,photography,308779,4.6,"nature,adventure,scenic",Nature,0,high,11,9,2
user_1312,Anuradhapura,25,RU,food,186388,3.7,"history,heritage,culture",Heritage,3500,high,9,3,4
user_1313,Mirissa,34,UK,food,388569,1.6,"beach,nature,relaxation",Beach,0,high,4,9,2
user_1314,Kandy,19,SG,culture,204630,3.0,"culture,history,temple",Cultural,1500,high,10,6,2
user_1315,Nuwara Eliya,21,FR,wildlife,56432,3.5,"nature,scenic,tea",Nature,0,medium,6,10,1
user_1316,Kandy,21,DE,nature,88861,3.7,"culture,history,temple",Cultural,1500,medium,7,6,5
user_1317,Mirissa,22,JP,adventure,132592,1.2,"beach,nature,relaxation",Beach,0,medium,6,10,3
user_1318,Anuradhapura,27,ES,culture,134720,1.1,"history,heritage,culture",Heritage,3500,medium,11,7,4
user_1319,Polonnaruwa,57,AU,photography,249654,1.8,"history,heritage,ruins",Heritage,3000,high,8,1,5
user_1320,Sigiriya,49,AU,relaxation,330775,3.6,"history,nature,adventure",Heritage,4500,high,12,6,6
user_1321,Colombo,57,RU,history,330977,1.3,"urban,culture,food",City,0,high,7,9,4
user_1322,Colombo,18,ES,culture,283731,2.3,"urban,culture,food",City,0,high,13,2,4
user_1323,Colombo,59,RU,photography,329861,1.0,"urban,culture,food",City,0,high,1,4,5
user_1324,Galle,36,NL,beach,35833,3.6,"history,culture,beach",Heritage,0,low,14,1,2
user_1325,Nuwara Eliya,55,RU,relaxation,303320,2.0,"nature,scenic,tea",Nature,0,high,9,9,4
user_1326,Sigiriya,62,RU,photography,375246,4.6,"history,nature,adventure",Heritage,4500,high,7,8,5
user_1327,Mirissa,50,RU,wildlife,463575,3.5,"beach,nature,relaxation",Beach,0,high,1,2,2
user_1328,Sigiriya,19,CN,photography,421730,4.0,"history,nature,adventure",Heritage,4500,high,8,3,5
user_1329,Trincomalee,21,SG,nature,150154,3.8,"beach,nature,diving",Beach,0,high,1,2,6
user_1330,Ella,41,JP,nature,111508,2.0,"nature,adventure,scenic",Nature,0,medium,3,11,4
user_1331,Sigiriya,48,SG,food,258786,4.5,"history,nature,adventure",Heritage,4500,high,2,1,1
user_1332,Nuwara Eliya,19,IT,adventure,452306,1.3,"nature,scenic,tea",Nature,0,high,14,2,3
user_1333,Trincomalee,61,AU,history,419495,1.5,"beach,nature,diving",Beach,0,high,1,1,6
user_1334,Ella,46,IN,adventure,432147,3.3,"nature,adventure,scenic",Nature,0,high,10,12,2
user_1335,Kandy,42,CN,wildlife,396623,1.8,"culture,history,temple",Cultural,1500,high,2,2,3
user_1336,Mirissa,18,SG,hiking,481821,2.9,"beach,nature,relaxation",Beach,0,high,5,5,5
user_1337,Sigiriya,55,MY,nature,420873,3.8,"history,nature,adventure",Heritage,4500,high,8,1,6
user_1338,Anuradhapura,33,MY,adventure,185785,3.1,"history,heritage,culture",Heritage,3500,high,7,11,1
user_1339,Kandy,65,IT,adventure,285603,3.4,"culture,history,temple",Cultural,1500,high,6,2,4
user_1340,Galle,60,US,hiking,342263,3.4,"history,culture,beach",Heritage,0,high,2,7,2
user_1341,Sigiriya,58,CA,hiking,89815,1.4,"history,nature,adventure",Heritage,4500,medium,7,12,1
user_1342,Colombo,45,FR,history,445466,1.1,"urban,culture,food",City,0,high,3,2,3
user_1343,Galle,64,IN,nature,374625,3.1,"history,culture,beach",Heritage,0,high,2,5,1
user_1344,Anuradhapura,58,CN,hiking,326717,3.5,"history,heritage,culture",Heritage,3500,high,11,12,6
user_1345,Colombo,65,US,food,475079,1.4,"urban,culture,food",City,0,high,4,1,2
user_1346,Polonnaruwa,37,UK,food,285463,3.7,"history,heritage,ruins",Heritage,3000,high,7,9,5
user_1347,Anuradhapura,24,MY,photography,180503,3.7,"history,heritage,culture",Heritage,3500,high,10,1,6
user_1348,Nuwara Eliya,57,CA,relaxation,357079,1.5,"nature,scenic,tea",Nature,0,high,13,4,6
user_1349,Sigiriya,42,RU,history,133724,4.9,"history,nature,adventure",Heritage,4500,medium,9,6,6
user_1350,Colombo,57,FR,food,306313,2.1,"urban,culture,food",City,0,high,13,2,5
user_1351,Mirissa,48,MY,photography,53292,2.3,"beach,nature,relaxation",Beach,0,medium,3,6,4
user_1352,Ella,33,DE,history,253363,3.8,"nature,adventure,scenic",Nature,0,high,1,3,2
user_1353,Trincomalee,50,IN,food,458851,1.1,"beach,nature,diving",Beach,0,high,2,5,2
user_1354,Nuwara Eliya,47,IT,photography,361668,1.0,"nature,scenic,tea",Nature,0,high,6,10,4
user_1355,Polonnaruwa,50,IT,relaxation,128867,3.3,"history,heritage,ruins",Heritage,3000,medium,1,8,1
user_1356,Galle,40,ES,food,279434,2.4,"history,culture,beach",Heritage,0,high,6,5,3
user_1357,Anuradhapura,24,IT,nature,319411,2.1,"history,heritage,culture",Heritage,3500,high,12,11,2
user_1358,Anuradhapura,58,UK,nature,264962,2.1,"history,heritage,culture",Heritage,3500,high,13,12,5
user_1359,Kandy,47,RU,history,50528,1.5,"culture,history,temple",Cultural,1500,medium,13,12,1
user_1360,Sigiriya,54,AU,food,312522,2.9,"history,nature,adventure",Heritage,4500,high,10,5,2
user_1361,Kandy,55,US,relaxation,18679,1.3,"culture,history,temple",Cultural,1500,low,7,1,1
user_1362,Polonnaruwa,47,ES,nature,496931,1.2,"history,heritage,ruins",Heritage,3000,high,8,7,2
user_1363,Anuradhapura,20,JP,food,429133,3.6,"history,heritage,culture",Heritage,3500,high,9,8,1
user_1364,Sigiriya,41,SG,history,69756,3.0,"history,nature,adventure",Heritage,4500,medium,9,9,4
user_1365,Anuradhapura,48,CA,relaxation,104716,4.0,"history,heritage,culture",Heritage,3500,medium,5,9,3
user_1366,Trincomalee,52,FR,wildlife,149313,3.7,"beach,nature,diving",Beach,0,medium,2,4,6
user_1367,Galle,32,ES,culture,291173,4.9,"history,culture,beach",Heritage,0,high,7,12,2
user_1368,Polonnaruwa,39,SG,wildlife,394377,3.5,"history,heritage,ruins",Heritage,3000,high,1,4,2
user_1369,Colombo,64,US,food,492978,3.3,"urban,culture,food",City,0,high,1,8,1
user_1370,Kandy,54,JP,adventure,292303,3.1,"culture,history,temple",Cultural,1500,high,4,10,6
user_1371,Colombo,39,CN,wildlife,131405,2.4,"urban,culture,food",City,0,medium,8,5,2
user_1372,Sigiriya,41,IT,hiking,268778,1.3,"history,nature,adventure",Heritage,4500,high,8,5,2
user_1373,Galle,53,CN,culture,30573,4.1,"history,culture,beach",Heritage,0,low,10,12,1
user_1374,Mirissa,19,RU,hiking,83694,3.8,"beach,nature,relaxation",Beach,0,medium,1,7,2
user_1375,Kandy,44,DE,beach,244299,5.0,"culture,history,temple",Cultural,1500,high,2,12,4
user_1376,Colombo,44,IT,relaxation,77469,4.9,"urban,culture,food",City,0,medium,11,2,3
user_1377,Sigiriya,55,AU,photography,239654,2.1,"history,nature,adventure",Heritage,4500,high,13,3,1
user_1378,Nuwara Eliya,18,NL,relaxation,32265,2.1,"nature,scenic,tea",Nature,0,low,11,10,4
user_1379,Nuwara Eliya,25,FR,nature,244413,3.3,"nature,scenic,tea",Nature,0,high,1,8,3
user_1380,Galle,21,NL,wildlife,225639,1.4,"history,culture,beach",Heritage,0,high,14,8,1
user_1381,Kandy,52,FR,wildlife,46761,1.3,"culture,history,temple",Cultural,1500,low,7,5,2
user_1382,Anuradhapura,48,IT,adventure,226701,1.8,"history,heritage,culture",Heritage,3500,high,12,8,4
user_1383,Trincomalee,36,ES,hiking,17118,4.1,"beach,nature,diving",Beach,0,low,10,8,4
user_1384,Kandy,50,US,beach,86134,3.8,"culture,history,temple",Cultural,1500,medium,1,3,1
user_1385,Kandy,49,DE,nature,15118,4.3,"culture,history,temple",Cultural,1500,low,11,1,2
user_1386,Mirissa,25,CA,adventure,229296,4.0,"beach,nature,relaxation",Beach,0,high,12,4,2
user_1387,Polonnaruwa,65,AU,beach,162051,2.2,"history,heritage,ruins",Heritage,3000,high,5,5,6
user_1388,Polonnaruwa,49,US,beach,486390,4.1,"history,heritage,ruins",Heritage,3000,high,12,1,6
user_1389,Trincomalee,37,NL,photography,342826,3.9,"beach,nature,diving",Beach,0,high,2,9,2
user_1390,Ella,58,AU,photography,352824,4.8,"nature,adventure,scenic",Nature,0,high,4,9,4
user_1391,Kandy,34,SG,hiking,222791,2.5,"culture,history,temple",Cultural,1500,high,2,7,2
user_1392,Nuwara Eliya,47,ES,food,475548,4.6,"nature,scenic,tea",Nature,0,high,12,10,5
user_1393,Nuwara Eliya,64,UK,hiking,242338,2.3,"nature,scenic,tea",Nature,0,high,11,7,4
user_1394,Galle,35,CA,wildlife,204556,2.7,"history,culture,beach",Heritage,0,high,7,8,2
user_1395,Kandy,49,IT,adventure,208496,2.5,"culture,history,temple",Cultural,1500,high,3,9,5
user_1396,Polonnaruwa,45,MY,photography,345959,1.8,"history,heritage,ruins",Heritage,3000,high,5,11,5
user_1397,Mirissa,63,JP,culture,267829,1.5,"beach,nature,relaxation",Beach,0,high,11,8,4
user_1398,Nuwara Eliya,19,IT,hiking,114122,4.1,"nature,scenic,tea",Nature,0,medium,9,2,4
user_1399,Trincomalee,33,NL,food,388149,4.9,"beach,nature,diving",Beach,0,high,8,4,6
user_1400,Kandy,32,CN,photography,332043,2.8,"culture,history,temple",Cultural,1500,high,1,11,2
user_1401,Galle,63,ES,wildlife,38192,2.2,"history,culture,beach",Heritage,0,low,6,12,3
user_1402,Sigiriya,56,SG,adventure,339982,4.8,"history,nature,adventure",Heritage,4500,high,7,7,4
user_1403,Ella,37,ES,hiking,413511,4.0,"nature,adventure,scenic",Nature,0,high,10,5,3
user_1404,Anuradhapura,58,JP,wildlife,268833,3.6,"history,heritage,culture",Heritage,3500,high,2,8,1
user_1405,Nuwara Eliya,21,IN,beach,216615,3.0,"nature,scenic,tea",Nature,0,high,9,12,6
user_1406,Sigiriya,26,IN,photography,240202,2.1,"history,nature,adventure",Heritage,4500,high,4,11,4
user_1407,Nuwara Eliya,29,DE,hiking,344182,2.2,"nature,scenic,tea",Nature,0,high,2,8,4
user_1408,Colombo,27,CA,adventure,275386,3.0,"urban,culture,food",City,0,high,10,2,3
user_1409,Nuwara Eliya,33,CA,culture,18271,4.8,"nature,scenic,tea",Nature,0,low,12,2,6
user_1410,Mirissa,26,IT,history,399341,1.6,"beach,nature,relaxation",Beach,0,high,10,10,5
user_1411,Mirissa,53,ES,beach,461695,2.1,"beach,nature,relaxation",Beach,0,high,5,10,4
user_1412,Mirissa,50,NL,beach,453557,3.5,"beach,nature,relaxation",Beach,0,high,4,2,6
user_1413,Kandy,35,DE,nature,280647,4.6,"culture,history,temple",Cultural,1500,high,9,9,1
user_1414,Trincomalee,56,UK,photography,165186,2.0,"beach,nature,diving",Beach,0,high,12,2,5
user_1415,Ella,21,CA,food,36162,2.0,"nature,adventure,scenic",Nature,0,low,14,10,5
user_1416,Mirissa,45,IN,photography,319514,1.1,"beach,nature,relaxation",Beach,0,high,14,12,3
user_1417,Ella,41,CA,photography,242464,2.0,"nature,adventure,scenic",Nature,0,high,1,7,3
user_1418,Kandy,36,MY,history,252371,1.5,"culture,history,temple",Cultural,1500,high,7,12,4
user_1419,Ella,48,CN,food,498139,2.5,"nature,adventure,scenic",Nature,0,high,10,5,5
user_1420,Colombo,29,FR,nature,465476,1.9,"urban,culture,food",City,0,high,6,8,3
user_1421,Kandy,54,CN,nature,437387,1.1,"culture,history,temple",Cultural,1500,high,12,4,3
user_1422,Trincomalee,47,IN,adventure,351519,1.9,"beach,nature,diving",Beach,0,high,12,10,3
user_1423,Colombo,44,SG,adventure,196649,3.8,"urban,culture,food",City,0,high,12,8,5
user_1424,Mirissa,29,UK,history,323963,1.5,"beach,nature,relaxation",Beach,0,high,14,7,5
user_1425,Nuwara Eliya,23,SG,culture,379594,4.8,"nature,scenic,tea",Nature,0,high,10,8,2
user_1426,Kandy,18,NL,relaxation,236182,1.8,"culture,history,temple",Cultural,1500,high,9,10,3
user_1427,Nuwara Eliya,18,US,photography,385476,4.6,"nature,scenic,tea",Nature,0,high,2,12,6
user_1428,Galle,65,CN,history,171537,3.9,"history,culture,beach",Heritage,0,high,10,5,5
user_1429,Anuradhapura,33,IT,relaxation,263822,5.0,"history,heritage,culture",Heritage,3500,high,9,4,6
user_1430,Colombo,65,DE,relaxation,129657,3.9,"urban,culture,food",City,0,medium,8,2,4
user_1431,Sigiriya,47,CN,nature,180164,1.1,"history,nature,adventure",Heritage,4500,high,4,4,2
user_1432,Nuwara Eliya,34,JP,beach,470026,4.5,"nature,scenic,tea",Nature,0,high,2,3,3
user_1433,Sigiriya,52,DE,relaxation,21831,2.3,"history,nature,adventure",Heritage,4500,low,11,12,1
user_1434,Nuwara Eliya,24,DE,hiking,46907,4.1,"nature,scenic,tea",Nature,0,low,7,8,4
user_1435,Trincomalee,64,UK,history,114288,2.4,"beach,nature,diving",Beach,0,medium,10,2,4
user_1436,Anuradhapura,58,UK,history,433369,3.8,"history,heritage,culture",Heritage,3500,high,6,4,1
user_1437,Galle,19,DE,culture,376434,5.0,"history,culture,beach",Heritage,0,high,8,8,2
user_1438,Anuradhapura,21,IN,nature,23754,1.8,"history,heritage,culture",Heritage,3500,low,11,9,3
user_1439,Kandy,37,DE,hiking,274046,2.8,"culture,history,temple",Cultural,1500,high,5,12,5
user_1440,Galle,55,US,hiking,191755,2.0,"history,culture,beach",Heritage,0,high,14,7,1
user_1441,Kandy,54,ES,hiking,91276,3.1,"culture,history,temple",Cultural,1500,medium,1,8,4
user_1442,Mirissa,32,NL,history,174104,4.1,"beach,nature,relaxation",Beach,0,high,12,2,3
user_1443,Kandy,26,AU,hiking,345115,1.1,"culture,history,temple",Cultural,1500,high,8,4,3
user_1444,Mirissa,35,NL,adventure,459697,1.4,"beach,nature,relaxation",Beach,0,high,5,2,2
user_1445,Ella,47,IT,wildlife,455709,1.4,"nature,adventure,scenic",Nature,0,high,4,9,4
user_1446,Mirissa,54,NL,relaxation,416912,4.3,"beach,nature,relaxation",Beach,0,high,5,8,5
user_1447,Anuradhapura,61,SG,hiking,92918,3.1,"history,heritage,culture",Heritage,3500,medium,7,9,2
user_1448,Galle,22,CN,relaxation,53190,2.0,"history,culture,beach",Heritage,0,medium,2,9,6
user_1449,Nuwara Eliya,42,RU,food,98747,1.1,"nature,scenic,tea",Nature,0,medium,9,9,4
user_1450,Kandy,47,US,beach,53749,4.6,"culture,history,temple",Cultural,1500,medium,11,9,6
user_1451,Mirissa,29,IT,nature,438443,4.0,"beach,nature,relaxation",Beach,0,high,14,12,4
user_1452,Mirissa,42,CN,relaxation,55169,3.9,"beach,nature,relaxation",Beach,0,medium,6,12,6
user_1453,Ella,61,UK,history,197190,2.6,"nature,adventure,scenic",Nature,0,high,1,8,2
user_1454,Anuradhapura,23,NL,hiking,372182,1.0,"history,heritage,culture",Heritage,3500,high,7,7,2
user_1455,Ella,28,NL,adventure,82595,1.1,"nature,adventure,scenic",Nature,0,medium,10,8,4
user_1456,Mirissa,58,IN,culture,108419,1.4,"beach,nature,relaxation",Beach,0,medium,14,6,1
user_1457,Kandy,30,FR,hiking,295594,2.7,"culture,history,temple",Cultural,1500,high,14,9,1
user_1458,Mirissa,46,FR,wildlife,466015,2.8,"beach,nature,relaxation",Beach,0,high,14,6,4
user_1459,Colombo,43,JP,relaxation,212399,1.8,"urban,culture,food",City,0,high,8,4,5
user_1460,Ella,45,UK,culture,133261,3.3,"nature,adventure,scenic",Nature,0,medium,8,9,4
user_1461,Polonnaruwa,55,SG,hiking,240210,2.4,"history,heritage,ruins",Heritage,3000,high,1,4,5
user_1462,Colombo,39,CN,history,16037,2.4,"urban,culture,food",City,0,low,7,4,2
user_1463,Ella,33,MY,beach,191092,4.4,"nature,adventure,scenic",Nature,0,high,1,10,1
user_1464,Trincomalee,31,JP,food,182694,4.0,"beach,nature,diving",Beach,0,high,1,7,1
user_1465,Mirissa,43,CA,food,322293,3.1,"beach,nature,relaxation",Beach,0,high,7,4,6
user_1466,Polonnaruwa,45,FR,food,18597,4.3,"history,heritage,ruins",Heritage,3000,low,5,10,2
user_1467,Polonnaruwa,29,SG,beach,252465,4.5,"history,heritage,ruins",Heritage,3000,high,2,8,4
user_1468,Trincomalee,47,ES,history,211485,4.9,"beach,nature,diving",Beach,0,high,7,2,2
user_1469,Nuwara Eliya,46,MY,photography,57705,2.9,"nature,scenic,tea",Nature,0,medium,14,10,4
user_1470,Sigiriya,29,NL,wildlife,74245,2.4,"history,nature,adventure",Heritage,4500,medium,8,6,1
user_1471,Sigiriya,55,FR,relaxation,484245,4.7,"history,nature,adventure",Heritage,4500,high,9,3,3
user_1472,Trincomalee,44,IN,adventure,126598,3.6,"beach,nature,diving",Beach,0,medium,14,3,5
user_1473,Kandy,33,CN,relaxation,284647,4.7,"culture,history,temple",Cultural,1500,high,8,3,1
user_1474,Galle,33,NL,food,436641,2.2,"history,culture,beach",Heritage,0,high,2,12,1
user_1475,Galle,37,CA,photography,331376,4.1,"history,culture,beach",Heritage,0,high,12,8,5
user_1476,Kandy,45,JP,beach,265162,4.1,"culture,history,temple",Cultural,1500,high,9,8,6
user_1477,Nuwara Eliya,57,IT,hiking,241602,3.7,"nature,scenic,tea",Nature,0,high,2,10,4
user_1478,Kandy,60,US,nature,68706,4.6,"culture,history,temple",Cultural,1500,medium,4,5,5
user_1479,Polonnaruwa,47,IN,history,330593,2.4,"history,heritage,ruins",Heritage,3000,high,12,5,6
user_1480,Trincomalee,31,RU,relaxation,174277,2.0,"beach,nature,diving",Beach,0,high,4,10,1
user_1481,Sigiriya,28,AU,wildlife,222029,3.4,"history,nature,adventure",Heritage,4500,high,8,12,6
user_1482,Mirissa,45,IT,wildlife,253348,1.1,"beach,nature,relaxation",Beach,0,high,6,5,5
user_1483,Mirissa,41,IN,photography,127334,3.0,"beach,nature,relaxation",Beach,0,medium,4,8,1
user_1484,Trincomalee,24,UK,food,215806,2.2,"beach,nature,diving",Beach,0,high,9,10,4
user_1485,Colombo,44,IT,nature,231943,4.5,"urban,culture,food",City,0,high,9,2,2
user_1486,Ella,31,RU,photography,79824,2.9,"nature,adventure,scenic",Nature,0,medium,8,3,1
user_1487,Polonnaruwa,36,DE,nature,302876,3.0,"history,heritage,ruins",Heritage,3000,high,12,7,4
user_1488,Trincomalee,35,AU,photography,316748,1.4,"beach,nature,diving",Beach,0,high,5,9,3
user_1489,Sigiriya,62,RU,beach,35653,4.0,"history,nature,adventure",Heritage,4500,low,11,9,3
user_1490,Polonnaruwa,38,ES,photography,174010,3.6,"history,heritage,ruins",Heritage,3000,high,5,10,2
user_1491,Trincomalee,54,IN,food,442275,2.4,"beach,nature,diving",Beach,0,high,11,8,5
user_1492,Colombo,38,IN,history,22475,3.1,"urban,culture,food",City,0,low,2,11,4
user_1493,Ella,29,DE,wildlife,490074,3.7,"nature,adventure,scenic",Nature,0,high,11,11,6
user_1494,Mirissa,44,US,food,244773,3.3,"beach,nature,relaxation",Beach,0,high,10,1,2
user_1495,Trincomalee,22,AU,culture,463713,1.5,"beach,nature,diving",Beach,0,high,12,11,1
user_1496,Sigiriya,57,ES,relaxation,269539,2.3,"history,nature,adventure",Heritage,4500,high,10,8,2
user_1497,Trincomalee,19,DE,photography,229259,2.8,"beach,nature,diving",Beach,0,high,9,9,1
user_1498,Trincomalee,31,FR,history,229824,1.7,"beach,nature,diving",Beach,0,high,11,8,1
user_1499,Sigiriya,49,RU,beach,192163,3.5,"history,nature,adventure",Heritage,4500,high,12,7,1
user_1500,Mirissa,62,MY,nature,40034,3.5,"beach,nature,relaxation",Beach,0,low,1,1,1
user_1501,Anuradhapura,41,US,hiking,437093,1.9,"history,heritage,culture",Heritage,3500,high,7,1,6
user_1502,Sigiriya,34,US,photography,468063,1.4,"history,nature,adventure",Heritage,4500,high,12,8,3
user_1503,Anuradhapura,48,IN,nature,155264,1.7,"history,heritage,culture",Heritage,3500,high,1,6,5
user_1504,Galle,31,CA,culture,94802,2.8,"history,culture,beach",Heritage,0,medium,13,2,3
user_1505,Trincomalee,57,UK,wildlife,344911,3.5,"beach,nature,diving",Beach,0,high,7,1,3
user_1506,Sigiriya,29,RU,adventure,471570,1.3,"history,nature,adventure",Heritage,4500,high,13,7,3
user_1507,Ella,37,RU,beach,36543,2.8,"nature,adventure,scenic",Nature,0,low,12,5,3
user_1508,Nuwara Eliya,31,RU,history,57794,3.8,"nature,scenic,tea",Nature,0,medium,12,5,5
user_1509,Ella,47,IN,wildlife,338836,4.0,"nature,adventure,scenic",Nature,0,high,5,11,4
user_1510,Anuradhapura,41,FR,nature,452080,2.5,"history,heritage,culture",Heritage,3500,high,12,3,1
user_1511,Kandy,58,NL,photography,249909,5.0,"culture,history,temple",Cultural,1500,high,13,5,4
user_1512,Mirissa,54,AU,history,409178,3.5,"beach,nature,relaxation",Beach,0,high,2,11,4
user_1513,Nuwara Eliya,23,CA,wildlife,296593,2.6,"nature,scenic,tea",Nature,0,high,12,6,1
user_1514,Trincomalee,60,IN,culture,372879,2.1,"beach,nature,diving",Beach,0,high,14,10,4
user_1515,Mirissa,56,CA,hiking,132565,4.0,"beach,nature,relaxation",Beach,0,medium,7,7,4
user_1516,Galle,31,US,relaxation,103363,4.4,"history,culture,beach",Heritage,0,medium,14,2,3
user_1517,Colombo,34,RU,culture,138650,4.1,"urban,culture,food",City,0,medium,1,4,5
user_1518,Ella,53,NL,history,384059,2.7,"nature,adventure,scenic",Nature,0,high,14,4,2
user_1519,Polonnaruwa,41,IT,food,468326,3.3,"history,heritage,ruins",Heritage,3000,high,12,10,1
user_1520,Kandy,62,CN,beach,111243,1.2,"culture,history,temple",Cultural,1500,medium,11,6,3
user_1521,Kandy,51,ES,history,182264,3.8,"culture,history,temple",Cultural,1500,high,10,2,4
user_1522,Anuradhapura,49,MY,culture,460115,2.8,"history,heritage,culture",Heritage,3500,high,3,11,3
user_1523,Mirissa,21,JP,history,386621,4.3,"beach,nature,relaxation",Beach,0,high,10,3,6
user_1524,Mirissa,23,MY,wildlife,157306,3.3,"beach,nature,relaxation",Beach,0,high,5,3,5
user_1525,Trincomalee,53,RU,relaxation,338056,2.5,"beach,nature,diving",Beach,0,high,6,10,3
user_1526,Polonnaruwa,26,IN,relaxation,228074,2.6,"history,heritage,ruins",Heritage,3000,high,5,5,5
user_1527,Ella,32,IN,photography,355302,3.9,"nature,adventure,scenic",Nature,0,high,1,2,1
user_1528,Sigiriya,37,RU,food,282898,4.5,"history,nature,adventure",Heritage,4500,high,8,7,1
user_1529,Anuradhapura,41,CN,nature,185390,3.0,"history,heritage,culture",Heritage,3500,high,9,10,4
user_1530,Kandy,41,NL,beach,196853,3.0,"culture,history,temple",Cultural,1500,high,6,4,6
user_1531,Sigiriya,50,ES,nature,188952,3.8,"history,nature,adventure",Heritage,4500,high,13,10,1
user_1532,Colombo,40,IT,beach,372762,1.3,"urban,culture,food",City,0,high,8,11,6
user_1533,Anuradhapura,29,MY,culture,364884,3.8,"history,heritage,culture",Heritage,3500,high,14,10,2
